date,state,pincode,total_updates,surge_multiplier,ASI,district
2025-01-03,tripura,799102,3643.0,31.59327427002745,3643.0,"sepahijala, westtripura"
2025-01-03,punjab,152024,3370.0,31.577538317381702,3370.0,"fazilka, ferozepur"
2025-01-07,madhyapradesh,473331,4971.0,31.557000799076622,4971.0,"ashoknagar, guna"
2025-01-07,chhatisgarh,494449,4741.0,31.51187484801816,4741.0,"dantewada, bastar"
2025-03-01,rajasthan,312601,2568.0,31.510854745673832,2568.0,"chittorgarh, pratapgarh"
2025-01-03,karnataka,583216,561.0,31.5,561.0,"ballari, vijayanagara"
2025-01-06,telangana,500052,1602.0,31.496530454895915,1602.0,"rangareddy, kvrangareddy"
2025-01-03,uttarpradesh,209208,825.0,31.474875930521094,825.0,"kanpurdehat, kanpurnagar"
2025-01-03,bihar,847234,2091.0,31.459119496855344,2091.0,"darbhanga, madhubani"
2025-01-03,assam,784168,719.0,31.45773947630096,719.0,"biswanath, sonitpur, darrang"
2025-01-03,jharkhand,825323,3937.0,31.447082316396717,3937.0,hazaribagh
2025-01-03,rajasthan,327022,2986.0,31.417200365965233,2986.0,banswara
2025-01-07,chhatisgarh,497001,6976.0,31.407550567720115,6976.0,"balrampur, surajpur, surguja"
2025-01-03,uttarpradesh,203131,6423.0,31.39734636871508,6423.0,"bulandshahr, gautambuddhanagar"
2025-01-03,tamilnadu,607104,524.0,31.393057110862262,524.0,"cuddalore, viluppuram, kallakurichi"
2025-01-03,bihar,811212,1606.0,31.380321004884856,1606.0,"munger, lakhisarai"
2025-01-07,chandigarh,160019,2303.0,31.35436241610738,2303.0,chandigarh
2025-01-03,tamilnadu,603307,466.0,31.354079058031957,466.0,"kancheepuram, chengalpattu"
2025-01-03,odisha,767020,927.0,31.310904255319148,927.0,"balangir, sonepur"
2025-01-07,telangana,500019,1472.0,31.28267831149927,1472.0,"rangareddy, kvrangareddy"
2025-01-07,madhyapradesh,450661,1888.0,31.252831503746297,4.113289760348584,"burhanpur, khandwa, khargone, barwani"
2025-01-07,manipur,795003,1989.0,31.228874138371204,1989.0,"imphaleast, imphalwest"
2025-01-03,telangana,506356,728.0,31.222679912769564,728.0,"jayashankarbhupalpally, warangal"
2025-01-03,bihar,813212,926.0,31.21853019645889,926.0,"banka, munger"
2025-01-07,punjab,152116,4818.0,31.2129963898917,4818.0,"fazilka, ferozepur"
2025-01-05,delhi,110053,9010.0,31.200346285752342,9010.0,"eastdelhi, northeastdelhi, shahdara"
2025-01-03,jharkhand,825413,595.0,31.187551187551186,595.0,"hazaribagh, koderma"
2025-01-03,maharashtra,401203,1582.0,31.179440937781784,1582.0,"palghar, thane, mumbaicity"
2025-01-03,mizoram,796911,1193.0,31.169827222924567,1193.0,saiha
2025-01-03,uttarpradesh,209202,3002.0,31.167318687932593,3002.0,"kanpurdehat, kanpurnagar"
2025-01-03,westbengal,700024,1724.0,31.1549203219977,1724.0,"kolkata, southtwentyfourparganas"
2025-01-03,mizoram,796017,2249.0,31.123057270598252,2249.0,"aizawl, saitual, mamit"
2025-07-01,telangana,500049,1710.0,31.07642124883504,1710.0,"hyderabad, medchalmalkajgiri, rangareddy, kvrangareddy"
2025-03-01,rajasthan,325219,1812.0,31.024525682554373,1812.0,baran
2025-01-03,bihar,843319,1343.0,31.016730314602654,1343.0,"madhubani, sitamarhi"
2025-01-03,mizoram,796007,1049.0,31.012031625988314,1049.0,"aizawl, kolasib"
2025-01-03,mizoram,796101,1049.0,30.974409448818896,1049.0,"kolasib, lunglei"
2025-01-07,manipur,795126,2273.0,30.97433568021803,2273.0,"bishnupur, tamenglong, senapati, churachandpur"
2025-01-03,delhi,110016,575.0,30.97306689834926,575.0,"southdelhi, southwestdelhi"
2025-01-05,uttarakhand,244713,7189.0,30.965155898424943,7189.0,"nainital, udhamsinghnagar"
2025-01-04,andhrapradesh,533464,640.0,30.954986760812,640.0,"eastgodavari, drbrambedkarkonaseema, kakinada"
2025-01-07,westbengal,733215,3700.0,30.945971928475295,3700.0,uttardinajpur
2025-01-03,uttarpradesh,276129,1810.0,30.922808330215737,1810.0,"azamgarh, mau"
2025-01-03,tamilnadu,627806,887.0,30.879660087719298,887.0,"tenkasi, tirunelveli"
2025-01-03,telangana,500077,723.0,30.86966292134831,723.0,"rangareddy, kvrangareddy"
2025-01-03,jharkhand,828134,6695.0,30.865989657965233,6695.0,"bokaro, dhanbad"
2025-07-01,chhatisgarh,497224,2427.0,30.85714285714286,2427.0,"balrampur, surguja"
2025-01-04,delhi,110025,6744.0,30.84146341463415,6744.0,"southdelhi, southeastdelhi"
2025-01-03,rajasthan,326034,2131.0,30.837365010799136,2131.0,jhalawar
2025-01-03,rajasthan,303507,760.0,30.833597464342315,760.0,"dausa, jaipur"
2025-01-05,madhyapradesh,480106,1710.0,30.81314354936402,1710.0,"chhindwara, pandhurna"
2025-01-03,rajasthan,313704,1673.0,30.791411042944784,1673.0,"udaipur, rajsamand"
2025-01-03,westbengal,733124,2582.0,30.772516397376418,2582.0,"dakshindinajpur, malda"
2025-01-03,telangana,500048,1698.0,30.770386740331492,1698.0,"rangareddy, kvrangareddy"
2025-01-06,chhatisgarh,494333,1328.0,30.761433379528807,1328.0,"kanker, dhamtari, narayanpur"
2025-01-03,karnataka,586125,614.0,30.759921925829534,614.0,"bagalkot, bijapur, vijayapura"
2025-01-07,manipur,795005,5299.0,30.68001304737829,5299.0,imphaleast
2025-01-03,rajasthan,313203,1809.0,30.645277207392198,1809.0,udaipur
2025-01-03,jharkhand,814113,1212.0,30.610541727672032,1212.0,deoghar
2025-01-04,andhrapradesh,531116,1988.0,30.60423348300192,1988.0,"anakapalli, visakhapatnam, allurisitharamaraju"
2025-01-06,chhatisgarh,491222,1973.0,30.591075255262826,1973.0,"balod, durg"
2025-01-03,rajasthan,305901,4778.0,30.58531706341268,4778.0,"ajmer, rajsamand"
2025-01-03,tripura,799104,1407.0,30.572077185017026,1407.0,"gomati, southtripura"
2025-03-01,rajasthan,314804,2047.0,30.56585691999108,2047.0,dungarpur
2025-01-07,telangana,501501,1371.0,30.56277602523659,1371.0,"rangareddy, vikarabad, kvrangareddy"
2025-01-07,tamilnadu,600095,2070.0,30.55541656242182,2070.0,"tiruvallur, chennai"
2025-01-03,uttarpradesh,283152,468.0,30.553367875647666,468.0,firozabad
2025-01-03,jharkhand,825108,3616.0,30.553094313770266,3616.0,giridih
2025-03-01,rajasthan,325220,5381.0,30.541033900905045,5381.0,baran
2025-01-03,rajasthan,312023,3314.0,30.5033413188753,3314.0,chittorgarh
2025-01-03,tamilnadu,614614,948.0,30.477157360406093,948.0,"pudukkottai, thanjavur"
2025-01-03,uttarpradesh,271201,4670.0,30.45219087086355,4670.0,"balrampur, shrawasti"
2025-01-03,andhrapradesh,522660,804.0,30.44356292823657,804.0,"guntur, palnadu"
2025-01-03,tamilnadu,625009,3342.0,30.424563436232724,3342.0,"madurai, sivaganga"
2025-01-03,jharkhand,835234,1164.0,30.41254125412541,1164.0,"gumla, khunti, ranchi"
2025-01-03,bihar,811102,652.0,30.389830508474578,652.0,"nalanda, sheikhpura"
2025-01-07,telangana,500018,2051.0,30.384561720288904,2051.0,"hyderabad, medchalmalkajgiri, rangareddy, kvrangareddy"
2025-01-03,rajasthan,343041,7199.0,30.380275085964364,7199.0,jalor
2025-01-07,madhyapradesh,451001,6145.0,30.348985001997313,10.558419243986254,"khandwa, khargone"
2025-01-03,uttarpradesh,207246,1515.0,30.334248344905536,1515.0,"etah, kasganj"
2025-01-03,uttarpradesh,262903,3826.0,30.322801756452822,3826.0,kheri
2025-01-03,rajasthan,343032,2244.0,30.318933333333337,2244.0,jalor
2025-01-03,tamilnadu,627859,848.0,30.31255539143279,848.0,"tenkasi, tirunelveli"
2025-01-03,uttarpradesh,202170,802.0,30.284318080852955,802.0,"aligarh, hathras"
2025-01-03,andhrapradesh,515241,525.0,30.28301886792453,525.0,"ananthapuram, srisathyasai"
2025-01-03,tamilnadu,635109,3898.0,30.274079988386443,3898.0,"dharmapuri, krishnagiri"
2025-01-03,andhrapradesh,515301,962.0,30.272727272727273,962.0,"ananthapuram, srisathyasai"
2025-01-03,uttarpradesh,212655,5660.0,30.241598265448353,5660.0,fatehpur
2025-03-01,telangana,509104,989.0,30.173465829846585,989.0,"mahabubnagar, wanaparthy"
2025-01-03,gujarat,389172,1321.0,30.15909634233803,1321.0,"dahod, mahisagar, panchmahal"
2025-01-03,uttarpradesh,284306,687.0,30.151251360174104,687.0,"jalaun, jhansi"
2025-07-01,assam,782446,1714.0,30.142712629367367,1714.0,"hojai, karbianglong, nagaon, westkarbianglong"
2025-01-03,bihar,853203,1476.0,30.10982255134833,1476.0,"bhagalpur, khagaria"
2025-01-03,bihar,844112,1316.0,30.099110546378654,1316.0,"muzaffarpur, vaishali"
2025-01-03,westbengal,700028,922.0,30.0920278223649,922.0,"northtwentyfourparganas, kolkata, bankura"
2025-01-03,assam,785611,775.0,30.077086656034027,775.0,golaghat
2025-01-03,telangana,506344,447.0,30.053617021276597,447.0,"mulugu, warangal, jayashankarbhupalpally"
2025-01-05,andhrapradesh,534318,771.0,30.0489673550966,771.0,"eastgodavari, westgodavari, eluru"
2025-01-07,chandigarh,160030,1048.0,30.018534119629315,1048.0,chandigarh
2025-01-03,tamilnadu,603103,1211.0,29.97780623132736,1211.0,"kancheepuram, chengalpattu"
2025-01-03,tamilnadu,627855,1189.0,29.956679354721768,1189.0,"tenkasi, tirunelveli"
2025-01-03,mizoram,796290,1097.0,29.906612529002324,1097.0,"champhai, saitual"
2025-01-03,rajasthan,321023,2221.0,29.90055008685582,2221.0,"bharatpur, deeg"
2025-01-06,chhatisgarh,491229,3686.0,29.882815378946077,3686.0,"mohlamanpurambagarhchowki, rajnandgaon"
2025-01-03,westbengal,713148,1173.0,29.881889763779526,1173.0,"paschimbardhaman, purbabardhaman"
2025-01-03,rajasthan,325223,1478.0,29.873426110006626,1478.0,baran
2025-01-03,telangana,501359,1144.0,29.869982238010653,1144.0,"rangareddy, kvrangareddy"
2025-01-07,telangana,509335,645.0,29.84328358208955,645.0,"rangareddy, vikarabad, mahabubnagar, kvrangareddy"
2025-01-03,andhrapradesh,517194,660.0,29.821640903686088,660.0,"chittoor, tirupati"
2025-01-03,rajasthan,328024,3656.0,29.80855569673867,3656.0,dholpur
2025-01-04,telangana,500049,1637.0,29.749767008387696,1637.0,"hyderabad, medchalmalkajgiri, rangareddy, kvrangareddy"
2025-01-03,westbengal,700104,1115.0,29.720383275261323,1115.0,"kolkata, southtwentyfourparganas"
2025-01-03,tamilnadu,641302,975.0,29.720062208398133,975.0,"coimbatore, erode"
2025-01-03,uttarpradesh,245101,8445.0,29.71094264248587,8445.0,"ghaziabad, hapur, gautambuddhanagar"
2025-01-06,tamilnadu,621705,1367.0,29.707752189425886,1367.0,ariyalur
2025-01-03,karnataka,585309,883.0,29.707056892778994,883.0,"kalaburagi, yadgir"
2025-01-03,jharkhand,825106,2300.0,29.706905116741183,2300.0,"giridih, bokaro"
2025-03-01,rajasthan,327034,3098.0,29.705669816564757,3098.0,banswara
2025-01-03,assam,784110,1216.0,29.69086548942664,1216.0,"sonitpur, udalguri"
2025-01-07,westbengal,742202,6259.0,29.684094852515905,6259.0,"murshidabad, malda"
2025-01-03,rajasthan,313001,5792.0,29.66288131819194,5792.0,"rajsamand, udaipur, pratapgarh"
2025-01-04,andhrapradesh,507114,746.0,29.6415828738242,746.0,"eluru, khammam, westgodavari"
2025-01-05,maharashtra,401209,4350.0,29.64121818940342,13.102409638554217,"palghar, thane, mumbaicity"
2025-01-03,telangana,506168,388.0,29.612265758091993,388.0,"jayashankarbhupalpally, warangal, karimnagar, mulugu"
2025-01-03,rajasthan,325204,2360.0,29.56549318109737,2360.0,kota
2025-01-03,telangana,500052,1503.0,29.55011565150347,1503.0,"rangareddy, kvrangareddy"
2025-06-01,chhatisgarh,496225,3717.0,29.542630057803468,3717.0,jashpur
2025-01-06,chhatisgarh,493551,3278.0,29.502,3278.0,"balodabazar, mahasamund"
2025-03-01,rajasthan,327606,1519.0,29.49514563106796,1519.0,banswara
2025-01-03,uttarpradesh,230501,872.0,29.493546951490877,872.0,"pratapgarh, amethi"
2025-01-03,telangana,500075,1054.0,29.491484184914842,1054.0,"rangareddy, kvrangareddy"
2025-01-03,uttarpradesh,203141,746.0,29.488835244417622,746.0,"bulandshahr, gautambuddhanagar"
2025-01-03,tamilnadu,603306,712.0,29.481861487724444,712.0,"chengalpattu, kancheepuram"
2025-01-07,telangana,500028,3250.0,29.478015377222487,4.098360655737705,hyderabad
2025-01-03,andhrapradesh,534451,782.0,29.460518384569017,782.0,"westgodavari, eluru"
2025-01-03,bihar,843334,2439.0,29.375801104972375,2439.0,"sheohar, sitamarhi"
2025-01-03,andhrapradesh,531149,2300.0,29.371962260554657,2300.0,"allurisitharamaraju, visakhapatnam"
2025-01-03,jharkhand,822118,5364.0,29.348484848484848,5364.0,"palamu, garhwa"
2025-01-03,tamilnadu,621715,2245.0,29.33251278167014,2245.0,ariyalur
2025-01-03,uttarpradesh,276405,1017.0,29.312030075187966,1017.0,"azamgarh, mau"
2025-01-03,maharashtra,401208,3733.0,29.30361847411151,3733.0,"palghar, thane"
2025-01-03,telangana,500054,1185.0,29.29945054945055,1185.0,hyderabad
2025-01-03,tamilnadu,636906,1691.0,29.277764036606477,1691.0,dharmapuri
2025-01-03,uttarpradesh,229402,1249.0,29.26358311452232,1249.0,"raebareli, amethi"
2025-01-03,westbengal,735217,775.0,29.245283018867923,775.0,"alipurduar, jalpaiguri, coochbehar"
2025-01-07,telangana,503224,1831.0,29.230389341908808,1831.0,nizamabad
2025-01-03,jharkhand,815301,4535.0,29.22964859615045,4535.0,giridih
2025-01-03,uttarpradesh,203205,2900.0,29.207648123377133,2900.0,"bulandshahr, gautambuddhanagar"
2025-01-03,tamilnadu,606207,1731.0,29.187040828616162,1731.0,"kallakurichi, viluppuram"
2025-01-07,rajasthan,313011,1417.0,29.16481749477408,1417.0,"rajsamand, udaipur"
2025-01-03,westbengal,700105,553.0,29.153463980126965,553.0,"kolkata, northtwentyfourparganas, southtwentyfourparganas"
2025-01-03,telangana,508113,570.0,29.152542372881356,570.0,"nalgonda, yadadribhuvanagiri"
2025-01-03,uttarpradesh,202412,2681.0,29.126913580246914,2681.0,"sambhal, moradabad, agra"
2025-01-03,tamilnadu,627756,1407.0,29.1119257086999,1407.0,"tenkasi, tirunelveli"
2025-01-03,bihar,811103,1028.0,29.10103567318757,1028.0,"nalanda, sheikhpura"
2025-01-03,rajasthan,325004,2292.0,29.09337506520605,2292.0,"kota, baran"
2025-01-03,rajasthan,328041,1900.0,29.041980624327234,1900.0,dholpur
2025-01-03,telangana,502313,1018.0,28.99757575757576,1018.0,"medak, sangareddy"
2025-01-03,odisha,754141,1822.0,28.975311387900355,1822.0,"jagatsinghpur, kendrapara"
2025-01-06,telangana,500070,1760.0,28.959103374269702,1760.0,"rangareddy, kvrangareddy"
2025-01-03,jammuandkashmir,191111,5761.0,28.943137702671844,5761.0,budgam
2025-01-06,madhyapradesh,450661,1748.0,28.935354591392226,1748.0,"burhanpur, khandwa, khargone, barwani"
2025-01-03,rajasthan,312620,1119.0,28.92330508474576,1119.0,chittorgarh
2025-01-06,telangana,500005,2599.0,28.907459070552825,2599.0,"hyderabad, rangareddy, kvrangareddy"
2025-01-03,telangana,505467,591.0,28.863149647427527,591.0,"karimnagar, siddipet"
2025-01-03,andhrapradesh,515501,590.0,28.850317282568124,590.0,"ananthapuram, srisathyasai"
2025-03-01,rajasthan,314801,2968.0,28.850066577896136,2968.0,dungarpur
2025-01-03,gujarat,389380,2091.0,28.844304696216653,2091.0,"dahod, panchmahal"
2025-01-03,madhyapradesh,484661,4894.0,28.842769943169863,4894.0,"umaria, shahdol"
2025-01-03,tamilnadu,603210,542.0,28.81989708404803,542.0,"chengalpattu, kancheepuram"
2025-01-03,meghalaya,794102,676.0,28.798206278026907,676.0,southgarohills
2025-01-03,rajasthan,313322,725.0,28.750826173165898,725.0,"rajsamand, udaipur"
2025-01-03,chhatisgarh,491668,1988.0,28.716875871687588,1988.0,"mohlamanpurambagarhchowki, rajnandgaon, durg"
2025-03-01,telangana,504293,1195.0,28.703795892968262,1195.0,"adilabad, komarambheemasifabad, jagitial, bhadradrikothagudem"
2025-01-03,jharkhand,829110,3610.0,28.69812099938055,3610.0,"ramgarh, hazaribagh"
2025-01-03,gujarat,360590,770.0,28.665977249224404,770.0,"devbhumidwarka, porbandar, jamnagar"
2025-01-03,tamilnadu,600125,795.0,28.660279311464762,795.0,"kancheepuram, chennai"
2025-03-01,uttarpradesh,209868,225.0,28.645833333333332,225.0,unnao
2025-01-07,gujarat,389190,1311.0,28.6400873839432,2.0776545166402536,"dahod, mahisagar, panchmahal"
2025-01-03,tamilnadu,621653,514.0,28.629533678756477,514.0,"ariyalur, perambalur, tiruchirappalli"
2025-01-03,mizoram,796431,2412.0,28.62908011869436,2412.0,mamit
2025-01-03,uttarpradesh,222133,1696.0,28.612895770741854,1696.0,jaunpur
2025-01-07,westbengal,733207,7361.0,28.6005439581788,7361.0,"uttardinajpur, dakshindinajpur"
2025-01-03,rajasthan,321402,1541.0,28.597560975609756,1541.0,bharatpur
2025-01-03,assam,784111,626.0,28.577421344848858,626.0,"sonitpur, udalguri"
2025-03-01,jharkhand,816105,630.0,28.56472795497186,630.0,"pakur, sahibganj"
2025-01-03,andhrapradesh,531077,1922.0,28.552631578947366,1922.0,"allurisitharamaraju, visakhapatnam"
2025-01-03,jharkhand,825409,2964.0,28.534296028880867,2964.0,"hazaribagh, koderma, chatra"
2025-01-03,rajasthan,312206,1009.0,28.532133676092542,1009.0,chittorgarh
2025-01-06,andhrapradesh,516360,3078.0,28.524350969438053,3078.0,"cuddapah, ysrkadapa"
2025-01-07,chhatisgarh,497778,2286.0,28.52015355086372,2286.0,"koriya, manendragarhchirmiribharatpur"
2025-01-07,telangana,501106,1175.0,28.516772298655123,1175.0,"rangareddy, vikarabad, kvrangareddy"
2025-01-03,rajasthan,312022,2022.0,28.50563909774436,2022.0,chittorgarh
2025-01-03,westbengal,713143,1266.0,28.460686850429283,1266.0,"paschimbardhaman, purbabardhaman, birbhum"
2025-01-03,rajasthan,335803,2929.0,28.459919028340078,2929.0,"ganganagar, hanumangarh"
2025-01-03,odisha,752014,1373.0,28.458095524181434,1373.0,puri
2025-03-01,rajasthan,326520,585.0,28.42105263157895,585.0,kota
2025-01-03,andhrapradesh,531055,1521.0,28.408273381294965,1521.0,"anakapalli, visakhapatnam"
2025-01-03,uttarpradesh,231219,2590.0,28.404386777880752,2590.0,"sonbhadra, mirzapur"
2025-01-06,chhatisgarh,494337,1785.0,28.380753138075317,1785.0,"kanker, dhamtari"
2025-01-03,uttarpradesh,273303,6865.0,28.37341898217309,6865.0,"maharajganj, mahrajganj, gorakhpur"
2025-01-03,rajasthan,313905,1150.0,28.372891942535915,1150.0,udaipur
2025-01-07,manipur,795148,3744.0,28.363636363636363,3744.0,"thoubal, chandel"
2025-01-03,assam,781369,959.0,28.335763622409825,959.0,"nalbari, barpeta"
2025-03-01,rajasthan,312604,1872.0,28.31413612565445,1872.0,"pratapgarh, chittorgarh"
2025-01-03,mizoram,796190,659.0,28.307560137457042,659.0,aizawl
2025-01-03,jharkhand,822126,2556.0,28.304285026480503,2556.0,"latehar, palamu"
2025-01-03,tamilnadu,627860,442.0,28.301781737193764,442.0,"tenkasi, tirunelveli"
2025-01-03,karnataka,583127,415.0,28.29026937877955,415.0,"davanagere, vijayanagara, ballari"
2025-01-03,jammuandkashmir,191202,1178.0,28.272000000000002,1178.0,"ganderbal, srinagar"
2025-01-06,chhatisgarh,495689,4394.0,28.25524524759446,4394.0,"janjgirchampa, sakti, gariyaband, balodabazar"
2025-01-03,assam,783337,1311.0,28.242794759825326,1311.0,"dhubri, kokrajhar, chirang"
2025-01-03,jharkhand,828204,1828.0,28.24157303370787,1828.0,dhanbad
2025-01-03,tripura,799101,1921.0,28.240341880341884,1921.0,"gomati, southtripura"
2025-01-06,karnataka,562123,1595.0,28.23957866427611,1595.0,"bengalururural, bengaluruurban"
2025-01-03,tamilnadu,600129,336.0,28.235294117647058,336.0,"chennai, kancheepuram"
2025-01-03,bihar,853201,3361.0,28.22497237569061,3361.0,"bhagalpur, banka"
2025-01-07,telangana,506167,854.0,28.211032713277742,854.0,"jangaon, warangal"
2025-03-01,meghalaya,794108,349.0,28.2020202020202,349.0,"northgarohills, eastgarohills"
2025-01-03,bihar,804426,725.0,28.188512518409425,725.0,"arwal, patna, jehanabad"
2025-01-03,andhrapradesh,515305,406.0,28.178137651821864,406.0,"ananthapuram, srisathyasai"
2025-01-03,westbengal,734005,669.0,28.177690029615004,669.0,"darjeeling, jalpaiguri"
2025-01-06,chhatisgarh,494669,3169.0,28.15426329756548,3169.0,kanker
2025-01-03,rajasthan,312404,1102.0,28.14365522745411,1102.0,chittorgarh
2025-01-03,assam,781318,746.0,28.140253164556963,746.0,"baksa, barpeta, bajali"
2025-01-07,telangana,500053,5102.0,28.1356822976424,4.24459234608985,hyderabad
2025-03-01,rajasthan,314406,1874.0,28.115857470306317,1874.0,dungarpur
2025-01-03,telangana,506391,290.0,28.093194359288777,290.0,"hanumakonda, warangal"
2025-01-03,andhrapradesh,515271,521.0,28.0642919200695,521.0,"ananthapuram, srisathyasai"
2025-01-04,andhrapradesh,507129,780.0,28.060221870047542,780.0,"allurisitharamaraju, eastgodavari, khammam"
2025-01-03,telangana,507166,567.0,28.037533512064346,567.0,"bhadradrikothagudem, khammam"
2025-01-03,uttarpradesh,202126,1643.0,28.03366382291907,1643.0,aligarh
2025-01-03,rajasthan,305408,654.0,28.022684310018903,654.0,ajmer
2025-01-07,madhyapradesh,464228,7998.0,28.012048192771086,7998.0,"vidisha, raisen"
2025-01-03,rajasthan,321026,696.0,28.01117942984908,696.0,"bharatpur, deeg"
2025-03-01,jharkhand,815351,3062.0,28.00254032770227,3062.0,"deoghar, jamtara"
2025-01-03,bihar,854102,2638.0,28.001929969671906,2638.0,"araria, purnia"
2025-01-03,uttarpradesh,276124,976.0,28.00110344827586,976.0,"azamgarh, mau"
2025-01-03,telangana,507111,471.0,27.984272608125824,471.0,"bhadradrikothagudem, khammam"
2025-01-07,telangana,509125,2713.0,27.955838284001892,2713.0,"jogulambagadwal, mahabubnagar"
2025-01-03,rajasthan,322033,555.0,27.9530779164873,555.0,"karauli, sawaimadhopur"
2025-01-05,chhatisgarh,495449,2594.0,27.93753365643511,2594.0,"bilaspur, korba, gariyaband"
2025-01-03,bihar,841407,876.0,27.933411488862838,876.0,"gopalganj, siwan"
2025-01-03,westbengal,713212,1237.0,27.93040037243948,1237.0,"paschimbardhaman, purbabardhaman"
2025-01-03,rajasthan,305407,1534.0,27.928804347826087,1534.0,ajmer
2025-01-07,madhyapradesh,475110,5396.0,27.902255983160206,5.903719912472647,"gwalior, shivpuri"
2025-01-05,tamilnadu,641201,1833.0,27.898798397863818,1833.0,coimbatore
2025-01-03,tamilnadu,600016,886.0,27.883986423943227,886.0,"chennai, kancheepuram"
2025-01-03,westbengal,700055,592.0,27.875058275058276,592.0,"northtwentyfourparganas, kolkata"
2025-01-03,andhrapradesh,515631,542.0,27.86833253243633,542.0,"ananthapuram, srisathyasai"
2025-01-03,rajasthan,328023,2758.0,27.862664714494876,2758.0,dholpur
2025-01-03,jammuandkashmir,184121,825.0,27.86144578313253,825.0,"jammu, samba, udhampur, kathua"
2025-01-05,gujarat,380026,5075.0,27.851195357345613,28.03867403314917,ahmedabad
2025-01-04,assam,781325,620.0,27.849978194505017,6.739130434782608,"barpeta, bajali, baksa"
2025-01-03,telangana,500016,731.0,27.837799717912553,731.0,"hyderabad, medchalmalkajgiri"
2025-01-04,andhrapradesh,515641,766.0,27.814409221902014,766.0,"ananthapuram, srisathyasai"
2025-01-03,assam,785670,295.0,27.787096774193547,295.0,"charaideo, dibrugarh, sibsagar"
2025-01-05,uttarpradesh,245101,7897.0,27.782985677644866,6.909011373578303,"ghaziabad, hapur, gautambuddhanagar"
2025-01-03,jharkhand,822120,1861.0,27.781799591002045,1861.0,"garhwa, palamu"
2025-01-03,ladakh,194201,346.0,27.755697356426616,346.0,leh
2025-01-03,tamilnadu,613402,614.0,27.74010246856078,614.0,"thanjavur, pudukkottai"
2025-01-03,telangana,505162,544.0,27.718095238095238,544.0,"karimnagar, peddapalli"
2025-01-03,westbengal,743711,664.0,27.717245581962217,664.0,"northtwentyfourparganas, nadia"
2025-01-07,assam,788161,1202.0,27.66267339218159,3.1139896373056994,"hailakandi, cachar"
2025-03-01,rajasthan,313604,2955.0,27.658827658827658,2955.0,"udaipur, pratapgarh"
2025-01-07,uttarpradesh,210431,2721.0,27.65436066712995,2721.0,"hamirpur, mahoba"
2025-03-01,rajasthan,328029,1906.0,27.652656283336892,1906.0,dholpur
2025-01-03,jharkhand,829111,1673.0,27.639839509086617,1673.0,bokaro
2025-01-03,bihar,804454,691.0,27.631932282545243,691.0,"jehanabad, patna"
2025-01-05,madhyapradesh,484334,2363.0,27.614357262103507,2363.0,"anuppur, shahdol, sidhi"
2025-01-04,jammuandkashmir,193224,5929.0,27.60472751149048,5929.0,kupwara
2025-01-07,telangana,502220,796.0,27.599266544424072,796.0,"medak, sangareddy"
2025-01-03,rajasthan,304507,973.0,27.576407506702413,973.0,tonk
2025-01-03,jharkhand,828116,2696.0,27.565720435893986,2696.0,"dhanbad, bokaro"
2025-01-03,telangana,505188,472.0,27.55215311004785,472.0,"karimnagar, peddapalli"
2025-01-03,telangana,503301,463.0,27.54586018839861,463.0,"kamareddy, nizamabad"
2025-01-03,andhrapradesh,531084,594.0,27.542232722976966,594.0,"allurisitharamaraju, visakhapatnam, anakapalli"
2025-01-03,tamilnadu,636806,784.0,27.517095310136156,784.0,"dharmapuri, krishnagiri"
2025-01-03,jharkhand,828402,2528.0,27.4996114996115,2528.0,dhanbad
2025-01-03,telangana,509216,1211.0,27.487122192167472,1211.0,"mahabubnagar, rangareddy, kvrangareddy"
2025-01-03,himachalpradesh,173022,984.0,27.45634563456346,984.0,sirmaur
2025-01-03,karnataka,587118,1043.0,27.43747747747748,1043.0,bagalkot
2025-03-01,rajasthan,343049,955.0,27.43646408839779,955.0,jalor
2025-01-03,tamilnadu,630611,1292.0,27.433155080213904,1292.0,"sivaganga, virudhunagar"
2025-03-01,ladakh,194103,355.0,27.428256070640177,355.0,kargil
2025-01-04,mizoram,796501,573.0,27.421734795613162,573.0,mamit
2025-01-03,rajasthan,326036,1670.0,27.401006344344783,1670.0,"jhalawar, baran"
2025-01-03,uttarpradesh,271401,2366.0,27.39277691377225,2366.0,gonda
2025-01-03,rajasthan,343042,1586.0,27.364216497281966,1586.0,jalor
2025-01-04,haryana,121004,11066.0,27.357455099133908,8.658841940532081,"faridabad, palwal"
2025-01-07,jammuandkashmir,182144,959.0,27.351957919345413,959.0,"ramban, reasi, doda, udhampur"
2025-01-03,mizoram,796471,1037.0,27.3448275862069,1037.0,mamit
2025-01-03,rajasthan,323803,2248.0,27.344183655987663,2248.0,bundi
2025-01-07,madhyapradesh,451442,1671.0,27.341324200913242,1671.0,"barwani, khargone"
2025-01-03,bihar,813201,991.0,27.341239109390127,991.0,"bhagalpur, munger, banka"
2025-01-05,madhyapradesh,450661,1651.0,27.329674159261195,20.89873417721519,"burhanpur, khandwa, khargone, barwani"
2025-01-03,uttarpradesh,273305,3155.0,27.328019081094652,3155.0,"maharajganj, mahrajganj"
2025-01-03,bihar,824118,2686.0,27.32487779098956,2686.0,gaya
2025-03-01,meghalaya,794103,805.0,27.321477056747216,805.0,"southgarohills, westgarohills, southwestgarohills"
